0.000000000000000000e+00	1.709726973537950112e+00
5.000000000001530998e-05	1.708909705826543224e+00
1.000000000000306200e-04	1.711500440126795919e+00
1.500000000000459299e-04	1.710896797897309529e+00
2.000000000000612399e-04	1.714968487747928982e+00
2.500000000000765499e-04	1.721423508778116451e+00
3.000000000000918599e-04	1.724207610305617422e+00
3.500000000001071698e-04	1.724436426749319073e+00
4.000000000001224798e-04	1.725220009804605326e+00
4.500000000001377898e-04	1.724796735121512770e+00
5.000000000001530998e-04	1.723269935878025905e+00
5.500000000001684097e-04	1.722481940587140770e+00
6.000000000001837197e-04	1.721408859745702014e+00
6.500000000001990297e-04	1.718898364275806001e+00
7.000000000002143397e-04	1.715765950303565601e+00
7.500000000002296496e-04	1.713500906361748344e+00
8.000000000002449596e-04	1.714070275656820019e+00
8.500000000002602696e-04	1.715669646141107618e+00
9.000000000002755796e-04	1.716393004072169326e+00
9.500000000002908895e-04	1.713139557461510032e+00
1.000000000000306200e-03	1.710688174288605756e+00
1.050000000000321509e-03	1.710482931097424775e+00
1.100000000000336819e-03	1.711820222306942973e+00
1.150000000000352129e-03	1.712979590364168470e+00
1.200000000000367439e-03	1.717173139446315888e+00
1.250000000000382749e-03	1.718199063563825124e+00
1.300000000000398059e-03	1.716670192962099550e+00
1.350000000000413369e-03	1.718889424162918456e+00
1.400000000000428679e-03	1.723610568916694730e+00
1.450000000000443989e-03	1.730517300017716753e+00
1.500000000000459299e-03	1.734545579781414437e+00
1.550000000000474609e-03	1.735503539932480299e+00
1.600000000000489919e-03	1.734380322588947587e+00
1.650000000000505229e-03	1.732969219038871467e+00
1.700000000000520539e-03	1.732667695379842776e+00
1.750000000000535849e-03	1.730111555493222264e+00
1.800000000000551159e-03	1.728340229205093559e+00
1.850000000000566469e-03	1.727242888193051273e+00
1.900000000000581779e-03	1.722394924633844804e+00
1.950000000000597089e-03	1.721397331033529099e+00
2.000000000000612399e-03	1.720657137570043904e+00
2.050000000000627709e-03	1.718194246626508104e+00
2.100000000000643019e-03	1.718079420589731399e+00
2.150000000000658329e-03	1.720605612320420530e+00
2.200000000000673639e-03	1.719674985592393401e+00
2.250000000000688949e-03	1.718479528639639931e+00
2.300000000000704259e-03	1.719068354593447090e+00
2.350000000000719569e-03	1.719889173286204498e+00
2.400000000000734879e-03	1.718804267670795083e+00
2.450000000000750189e-03	1.717887818355861462e+00
2.500000000000765499e-03	1.718059215789574434e+00
2.550000000000780809e-03	1.718106237682732518e+00
2.600000000000796119e-03	1.720571557376272542e+00
2.650000000000811429e-03	1.719548236730967128e+00
